Source_folder,Source_file,Date,script,Segment,close_price,Data_Interval,Strategy,ALERT,screener,screener_side,user_actions,Target,Stoploss,Resistance,Support,Pivot_upper,Pivot_lower,Backtest_accuracy,Total_Instances,winrate_wrt_Nifty_position,False_Positive_Rate_(<1%),Signal_type,Max_Gain_Potential,Price_closeto,Signal_type,Parent_script
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,GUJTHEM,Equity,449.7999878,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,457.5601351,449.7999878,466.0405281,443.4261467,,,0.636363636,44,0.879310345,0.071428571,Buy,0.036106138,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:30,HAL,Equity,4752.100098,15 mins,Intraday - Fast Alerts,Waterfall_Bearish|15 mins,Breakout_Retest,Bullish,Bullish plan • Enter on reclaim of the level with vol uptick; stop just past the level.,4763.8,4553.7,4763.8,4553.7,4763.799805,4701.91657,,,,,Sell,0.041749983,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:41,HAL,Equity,4768,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,4778.57,4707.189779,4778.57,4754.43,4770,4707.189779,,,,,Buy,0.002216862,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:35,HAVELLS,Equity,1459.099976,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,1463.395452,1457.672724,1460.4,1459,1463.395452,1457.672724,,,,,Sell,0.000978173,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:53,HAVELLS,Equity,1458,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",1463.137332,1454.55,1460.2,1454.55,1463.137332,1457.610666,,,,,Buy,0.003523548,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,HCLTECH,Equity,1518,2 mins,Intraday - Fast Alerts,Waterfall_Bearish|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,1526.1,1505.04,1526.1,1505.04,1521.423816,1517.180955,,,,,Sell,0.008537549,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:51,HCLTECH,Equity,1541.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,1543.23,1536.63,1543.23,1536.63,1541.5,1539.027307,,,,,Buy,0.001122283,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:30,HDFCAMC,Equity,5374.5,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",5428.245,5371,5392.5625,5382.125,5382.833333,5348.453333,0.887681159,81,0.84,0.006423983,Sell,0.004846342,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:13,HDFCAMC,Equity,5471.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,5492.454545,5449.909091,5470.83,5465,5492.454545,5449.909091,,,,,Buy,0.003829762,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:17,HDFCAMC,Equity,5487.5,2 mins,Intraday - Fast Alerts,Trapping_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,5494.306667,5454.966667,5489.5,5474.05,5494.306667,5454.966667,,,,,Sell,0.005928626,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:57,HDFCBANK,Equity,985.2999878,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,988.71,983.0722201,988.71,983.3,985.4944448,983.0722201,,,,,Sell,0.002261004,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:45,HDFCBANK,Equity,985.6500244,2 mins,Intraday - Fast Alerts,Trapping_expect Bullish reversal|2 mins,,,,988,983.5086613,988,988.2,985.8833333,983.5086613,,,,,Buy,0.002384189,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:45,HDFCLIFE,Equity,757.7999878,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",758.3,750.3230145,758.3,758.17,758.0499878,750.3230145,,,,,Sell,0.009866684,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:53,HDFCLIFE,Equity,753.1500244,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",754.65,749.039104,754.65,751.99,753.3083371,749.039104,,,,,Buy,0.001991603,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 12:00,HEROMOTOCO,Equity,5297.5,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",5350.475,5267.5,5286.6875,5286,5307.474,5285.526,0.898550725,39,0.916666667,0.0021398,Sell,0.005663049,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:25,HEROMOTOCO,Equity,5335,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,5391.7,5318.222222,5391.7,5330,5336.873016,5318.222222,,,,,Sell,0.003144851,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 15:15,HEROMOTOCO,Equity,5355,2 mins,Intraday - Fast Alerts,Trapping_expect Bullish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,5371.234568,5350.265432,5360.5,5352.5,5371.234568,5350.265432,,,,,Buy,0.003031665,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,HEUBACHIND,Equity,483.7999878,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,489.8309058,483.7999878,,,,,0.988783434,2318,,,Buy,0.012465726,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,HEXT,Equity,696.5,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,704.5284006,693.2999878,695.3716035,665.7284128,,,0.636363636,42,,0.071428571,Buy,0.011526778,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 9:30,HFCL,Equity,73.47000122,15 mins,Intraday,Intraday Model | price position: GAP-DOWN | Strong Downtrend | LOW to HIGH | No U-turn,GAP-DOWN | Strong Downtrend | LOW to HIGH | No U-turn,,"Good for Sell, Downtrend momentum is strengthening — short setups (PE) may offer quick gains.Avoid long positions.",74.20470123,73.47000122,75.44499779,74.99250221,73.52064643,72.41666667,0.742753623,88,0.772727273,0.007845934,Sell,0.014336934,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:29,HFCL,Equity,74.68000031,2 mins,Intraday - Fast Alerts,Waterfall_Bullish|2 mins,,,,75.23,74.09904771,75.23,74.33,74.91857147,74.09904771,,,,,Buy,0.007364752,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:43,HFCL,Equity,75.09999847,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,75.31,74.91857147,75.31,75.27,75.29571424,74.91857147,,,,,Sell,0.002415806,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:13,HINDALCO,Equity,796.8499756,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",800.0325734,794.68,797.47,794.68,800.0325734,796.8060608,,,,,Buy,0.003993974,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 14:45,HINDPETRO,Equity,479.5,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",484.295,478.7000122,478.3499985,476.6375008,480.5718333,476.0833333,0.901818182,48,0.941176471,0.002142857,Sell,0.007125478,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:37,HINDPETRO,Equity,484.2999878,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,486.6924226,482.7606058,484.45,483.56,486.6924226,482.7606058,,,,,Buy,0.004939985,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:45,HINDPETRO,Equity,482.2000122,15 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|15 mins,,,,484.67,475.68,484.67,475.68,482.8219715,480.8212128,,,,,Sell,0.013521385,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:23,HINDUNILVR,Equity,2418.699951,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,2427.379391,2416.73179,2423.3,2418.4,2427.379391,2416.73179,,,,,Sell,0.000813727,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:47,HINDUNILVR,Equity,2425.100098,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,2427.379391,2416.68,2425.1,2416.68,2427.379391,2416.73179,,,,,Buy,0.000939876,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:51,HINDZINC,Equity,484.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,490.22,477.4182638,490.22,487.9,485,477.4182638,,,,,Sell,0.014616587,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:13,HINDZINC,Equity,482.2999878,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",482.7000122,478.4537982,482.7,486.47,482.7000122,478.4537982,,,,,Buy,0.00082941,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,HLEGLAS,Equity,496.2000122,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,672.9827246,496.2000122,,,,,0.96812749,1255,,,Buy,0.356273092,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:45,HUDCO,Equity,226.0299988,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",228.2902988,224.3500061,225.6462517,223.2512436,226.9512324,225.4054317,0.847826087,134,0.953488372,0.004996431,Sell,0.012293745,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:43,HUDCO,Equity,233.5599976,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,234.3280955,232.1804761,234.29,233.15,234.3280955,232.1804761,,,,,Sell,0.005906497,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 15:15,HUDCO,Equity,233.8000031,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,235.3316046,233.07,235.21,233.07,235.3316046,233.1341971,,,,,Buy,0.006550905,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,HYUNDAI,Equity,2414.199951,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,2436.474178,2404.800049,2427.848381,2316.151619,,,0.6875,60,0.935064935,0.05,Buy,0.009226339,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:15,ICICIBANK,Equity,1343.300049,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,1347.211633,1340.889877,1344.1,1341.9,1347.211633,1340.889877,,,,,Buy,0.002911921,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:29,ICICIBANK,Equity,1345,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",1347.211633,1340.889877,1343.65,1343.4,1347.211633,1340.889877,,,,,Sell,0.003055854,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:29,ICICIGI,Equity,2019.099976,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,2035.18,2015,2035.18,2015,2023.596811,2016.417453,,,,,Sell,0.002030596,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:49,ICICIGI,Equity,2018.800049,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,2023.596811,2014.3,2018.35,2014.3,2023.596811,2016.417453,,,,,Buy,0.002376046,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:29,ICICIPRULI,Equity,617.7000122,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,618,614.8257567,616.3,616.92,618,614.8257567,,,,,Sell,0.004653158,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:43,ICICIPRULI,Equity,614.4500122,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,616.05,611.3217384,616.05,612.75,615.2369579,611.3217384,,,,,Buy,0.002603935,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 9:30,IDEA,Equity,9.279999733,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",9.37279973,9.210000038,9.31125021,9.262500167,9.326666514,9.238806689,0.688405797,247,0.8625,0.022127052,Sell,0.007543071,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\2min_vol_price_outbreak.csv,btst_fast,11/14/2025 9:30,IDEA,Equity,10.93999958,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:19,IDFCFIRSTB,Equity,81.05999756,2 mins,Intraday - Fast Alerts,Waterfall_Bullish|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,81.7,81.01269895,81.7,81.54,81.38444519,81.01269895,,,,,Buy,0.007895416,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:39,IDFCFIRSTB,Equity,81.69999695,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,82.43,81.2,82.43,81.2,82.11587415,81.38444519,,,,,Sell,0.006119914,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:45,IEX,Equity,139.8399963,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,139.929842,139.2873029,139.17,140.63,139.929842,139.2873029,,,,,Sell,0.003952327,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:15,IGL,Equity,210.0599976,15 mins,Intraday,Intraday Model | price position: GAP-UP | Strong Downtrend | Neutral | No U-turn,GAP-UP | Strong Downtrend | Neutral | No U-turn,,"Short trades suitable if Nifty accuracy > 90%, backtest accuracy > 80%, and potential gains > 0.7%.",212.1605975,209.1000061,210.5212479,209.3712559,211.8899994,210.0296554,0.923913043,41,0.8,0.002141328,Sell,0.004570082,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:29,IGL,Equity,212.2899933,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,212.849364,210.56,212.29,210.56,212.849364,211.9425388,,,,,Buy,0.002634937,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:25,IGL,Equity,211.2700043,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,211.8718176,211.0277261,211.52,211.28,211.8718176,211.0277261,,,,,Sell,0.00114677,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:30,IIFL,Equity,525.2000122,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",530.4520123,519.8499756,522.0999756,517.7687607,532.0701545,524.7166545,0.770909091,79,0.958333333,0.005714286,Sell,0.014149374,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:53,IIFL,Equity,531.4000244,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,536.42,529.9666661,536.42,531.05,532.7190436,529.9666661,,,,,Sell,0.002697325,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:41,IIFL,Equity,540.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",542.7953239,536.9173283,540.75,539.88,542.7953239,536.9173283,,,,,Buy,0.004246668,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\2min_vol_price_outbreak.csv,btst_fast,11/14/2025 9:15,IIFL,Equity,551,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,IKS,Equity,1612.199951,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,1633.975006,1612.199951,1689.775048,1631.558285,,,0.5,39,0.882352941,0.028985507,Buy,0.048117541,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 11:45,INDHOTEL,Equity,686.6500244,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",693.5165247,685.2000122,685.0625076,683.8874969,693.8579567,684.9253481,0.844202899,47,0.892857143,0.003566334,Sell,0.004023196,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:49,INDHOTEL,Equity,702.9000244,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,705.2795466,698.3477312,703.1,702,705.2795466,698.3477312,,,,,Buy,0.003385292,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 12:55,INDIANB,Equity,869.8499756,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,871.5270818,867.8229141,869.97,869.6,871.5270818,867.8229141,,,,,Buy,0.001928041,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:41,INDIGO,Equity,5577.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",5583.603175,5575,5581.5,5575,5583.603175,5575,,,,,Sell,0.000448229,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,INDOUS,Equity,130.3800049,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,134.0833333,130.3800049,138.6520501,129.5146166,,,0.75,77,0.926605505,0.074074074,Buy,0.063445658,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,INDUSINDBK,Equity,801.3499756,2 mins,Intraday - Fast Alerts,Waterfall_Bearish|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,802.8095219,793.92,802.3,793.92,802.8095219,796.4309499,,,,,Sell,0.009271824,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:37,INDUSINDBK,Equity,799.2000122,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,804.1275334,797.5644894,799.45,798.18,804.1275334,797.5644894,,,,,Buy,0.006165567,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:15,INDUSTOWER,Equity,401.1000061,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",405.1110062,396,398.1250038,397.6874924,403.5426667,396.6666667,0.84375,89,0.862068966,0.002305919,Sell,0.012715049,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:31,INDUSTOWER,Equity,400.3500061,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,406.65,397.82,406.65,397.82,401.1611149,399.1650802,,,,,Buy,0.015736215,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,INFIBEAM,Equity,19.27000046,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,"Buy for short-term (1 to 3 weeks). If you get ~1 to 2% profit the next day, consider booking gains early.",19.62148416,19.11583328,,,,,0.941309255,886,,,Buy,0.018239942,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 13:30,INFIBEAM,Equity,19.12999916,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:43,INFY,Equity,1514.400024,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,1526.28,1488.431826,1526.28,1511.66,1514.400024,1488.431826,,,,,Buy,0.007844675,Support,,
