Source_folder,Source_file,Date,script,Segment,close_price,Data_Interval,Strategy,ALERT,screener,screener_side,user_actions,Target,Stoploss,Resistance,Support,Pivot_upper,Pivot_lower,Backtest_accuracy,Total_Instances,winrate_wrt_Nifty_position,False_Positive_Rate_(<1%),Signal_type,Max_Gain_Potential,Price_closeto,Signal_type,Parent_script
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:45,CONCOR,Equity,524.3499756,15 mins,Intraday - Fast Alerts,Consolidation_breakdown_Bearish|15 mins,VWAP_Pullback,Bearish,Bearish plan • Enter on reclaim/reject with vol uptick; stop just beyond VWAP.,525.3492724,521.8579632,525.2,524.33,525.3492724,521.8579632,,,,,Sell,0.004752575,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:27,CROMPTON,Equity,277.0499878,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,279.45,275.2396851,279.45,275.98,277.370636,275.2396851,,,,,Sell,0.00653421,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:35,CROMPTON,Equity,283.2999878,2 mins,Intraday - Fast Alerts,Waterfall_Bullish|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,286.64,282.0782586,286.64,286.17,284.5086918,282.0782586,,,,,Buy,0.011789666,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 9:15,CUMMINSIND,Equity,4372.100098,15 mins,Intraday,Intraday Model | price position: GAP-UP | Strong Uptrend | Neutral | No U-turn,GAP-UP | Strong Uptrend | Neutral | No U-turn,,"Long trades suitable if Nifty accuracy > 90%, backtest accuracy > 80%, and potential gains > 0.7%.",4415.821099,4302.899902,4306.337646,4282.400024,4382.66958,4354.396826,0.927536232,83,0.904761905,0.002855103,Sell,0.020516473,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:15,CUMMINSIND,Equity,4357.399902,2 mins,Intraday - Fast Alerts,Trapping_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,4364.166651,4287.73,4293.55,4287.73,4364.166651,4339.166659,,,,,Sell,0.01598887,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:13,CUMMINSIND,Equity,4286.200195,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,4289.412132,4265.710627,4287.16,4279.2,4289.412132,4265.710627,,,,,Buy,0.000749367,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:49,CYIENT,Equity,1124.400024,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,1130.253968,1115.8,1121.8,1115.8,1130.253968,1121.587302,,,,,Buy,0.005206282,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:05,CYIENT,Equity,1147,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,1151.46,1143.125337,1151.46,1146.4,1147.550669,1143.125337,,,,,Sell,0.003378085,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:17,DABUR,Equity,518.8499756,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,519.9863647,516.75,517.55,516.75,519.9863647,517.536364,,,,,Buy,0.002190207,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:45,DABUR,Equity,515.8499756,15 mins,Intraday - Fast Alerts,Waterfall_Bearish|15 mins,Reversal,Bearish,Bearish plan • Wait for confirming candle near key level; tight stop beyond trigger bar.,520.45,511.32,520.45,511.32,517.363335,515.4346667,,,,,Sell,0.008781576,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:27,DALBHARAT,Equity,2058.699951,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,2063.880316,2057.001515,2059.44,2058.2,2063.880316,2057.001515,,,,,Sell,0.000825004,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:55,DALBHARAT,Equity,2058.699951,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,2064.648719,2053.73,2058.6,2053.73,2064.648719,2058.158968,,,,,Buy,0.002889575,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,DBREALTY,Equity,152.7299957,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,"Buy for short-term (1 to 3 weeks). If you get ~1 to 2% profit the next day, consider booking gains early.",154.7067441,142.6499939,,,,,0.941309255,886,,,Buy,0.012942765,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 10:30,DBREALTY,Equity,147.6999969,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,DDEVPLSTIK,Equity,288.1000061,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,294.7333272,288.1000061,306.1742319,283.2924226,,,0.692307692,50,0.865671642,0.046153846,Buy,0.062735944,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 9:30,DELHIVERY,Equity,434.1499939,15 mins,Intraday,Intraday Model | price position: GAP-DOWN | Strong Downtrend | Neutral | No U-turn,GAP-DOWN | Strong Downtrend | Neutral | No U-turn,,"Short trades suitable if Nifty accuracy > 90%, backtest accuracy > 80%, and potential gains > 0.7%.",438.4914938,430.3999939,445.4500046,442.6812401,434.8718609,427.4614623,0.865942029,110,0.870967742,0.004996431,Sell,0.015406039,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:19,DELHIVERY,Equity,424.75,2 mins,Intraday - Fast Alerts,pattern break_expect Bullish reversal|2 mins,,,,439.8674173,424.3999939,425,427.15,439.8674173,424.3999939,,,,,Buy,0.03559133,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:25,DELHIVERY,Equity,429.0499878,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,438.9499936,428.75,431.3,428.75,438.9499936,428.75,,,,,Sell,0.000699191,Support,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 11:45,DHANBANK,Equity,27.19000053,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,DIGIDRIVE,Equity,28.5,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,29.45917134,28.5,30.63668652,27.49664605,,,0.785714286,96,0.896,0.09352518,Buy,0.074971457,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:00,DIVISLAB,Equity,6666,15 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|15 mins,Volatility_Squeeze,Bearish,"Bearish plan • Wait for first wide-range breakout candle with RVOL_TOD>1.3, then enter.",6702.980769,6633.038462,6689.5,6649.5,6702.980769,6633.038462,,,,,Buy,0.00554767,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:11,DIXON,Equity,14749,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,14879.22727,14684.8,14752,14684.8,14879.22727,14727,,,,,Buy,0.008829566,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:30,DIXON,Equity,14909,15 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|15 mins,Breakout_Retest,Bullish,Bullish plan • Enter on reclaim of the level with vol uptick; stop just past the level.,14981,14839.85897,14981,14971.82,14957.51282,14839.85897,,,,,Sell,0.004637536,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,DJML,Equity,73.26999664,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,76.85726336,73.26999664,,,,,0.992449664,1192,,,Buy,0.048959559,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:41,DLF,Equity,766,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,768.84,756.88,768.84,756.88,767.6753986,764.6888912,,,,,Sell,0.011906005,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:53,DLF,Equity,760.0499878,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,761.4,757.9314098,761.4,758.47,760.8416662,757.9314098,,,,,Buy,0.001776215,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,DMART,Equity,4023.5,2 mins,Intraday - Fast Alerts,Waterfall_Bearish|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,4053.679447,4007.07,4048.15,4007.07,4053.679447,4023.5,,,,,Sell,0.004083509,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:47,DMART,Equity,4040.100098,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,4056.9,4014.87,4056.9,4014.87,4049.874312,4039,,,,,Buy,0.004158289,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,DMCC,Equity,277.8999939,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,370.5865752,277.8999939,,,,,0.988783434,2318,,,Buy,0.333524949,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:19,DRREDDY,Equity,1200,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,1205.77,1194.18,1205.77,1194.18,1202.019703,1198.953036,,,,,Buy,0.004808333,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:07,DRREDDY,Equity,1198.900024,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,1201.933339,1198,1201.35,1198,1201.933339,1198.657975,,,,,Sell,0.000750708,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 12:45,EICHERMOT,Equity,6842.5,15 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|15 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with RVOL_TOD>1.3, then enter.",6878.5,6822.270833,6878.5,6882.3,6847.270833,6822.270833,,,,,Sell,0.0029564,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:03,EICHERMOT,Equity,6827,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,6844.461538,6815,6828.79,6815,6844.461538,6821.076923,,,,,Buy,0.002557718,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,ESSARSHPNG,Equity,32.86999893,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,33.91524155,32.86999893,,,,,0.96812749,1255,,,Buy,0.03179929,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:33,ETERNAL,Equity,305.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,306.651591,303.61826,303.15,303.7,306.651591,303.61826,,,,,Buy,0.003769529,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:19,ETERNAL,Equity,304.8999939,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,306.2659452,303.2311645,305.55,305.57,306.2659452,303.2311645,,,,,Sell,0.005473367,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 14:00,EXIDEIND,Equity,377,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",380.77,377,377.7437515,377.1562538,379.2833354,376.5711447,0.865942029,109,0.957446809,0.006423983,Sell,0.001137547,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,EXXARO,Equity,8.930000305,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Returns may build up slowly; consider holding for 2 to 3 weeks to achieve around 3%+ gains.,10.25396,8.899999619,,,,,0.943005181,193,,,Buy,0.148259759,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 14:45,FEDERALBNK,Equity,237.25,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",239.6225,237.25,237.4387512,237.3924961,237.3747609,236.1600037,0.938405797,40,0.8,0.001427552,Sell,0.004594294,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:37,FEDERALBNK,Equity,238.2799988,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,239.1384154,236.93,238.84,236.93,239.1384154,237.7750811,,,,,Sell,0.005665598,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:51,FEDERALBNK,Equity,237.4400024,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,237.8803045,237.04,237.01,237.04,237.8803045,237.1992437,,,,,Buy,0.001854372,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:29,FORTIS,Equity,1009.700012,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,1022.32,1001.05,1022.32,1001.05,1010.35238,1005.499996,,,,,Buy,0.01249875,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:41,FORTIS,Equity,1010.900024,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",1015.509523,990.1,1011.5,990.1,1015.509523,1010.35238,,,,,Sell,0.020575748,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:57,GAIL,Equity,181.3999939,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,182.43,181.0790466,182.43,181.5,181.7019026,181.0790466,,,,,Sell,0.00176928,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:07,GAIL,Equity,180.4600067,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,180.6053322,180.0010667,180.41,180.24,180.6053322,180.0010667,,,,,Buy,0.000805306,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,GANDHITUBE,Equity,778.4500122,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,800.3979047,778.4500122,,,,,0.988783434,2318,,,Buy,0.02819435,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,GARFIBRES,Equity,751.2000122,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,756.1714688,726,,,,,0.989279113,2705,,,Buy,0.00661802,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,GARUDA,Equity,224.4499969,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,233.6933339,224.4499969,248.9313137,218.4553542,,,0.6875,67,0.902173913,0.049382716,Buy,0.109072476,Support,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 10:30,GEECEE,Equity,359.4500122,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:17,GLENMARK,Equity,1814.800049,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,1824.36,1801.493689,1824.36,1811.5,1817.393673,1801.493689,,,,,Sell,0.007332135,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:21,GLENMARK,Equity,1837.699951,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,1841.236363,1833.331824,1838.6,1835.18,1841.236363,1833.331824,,,,,Buy,0.001924369,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,GLOBALE,Equity,12.80000019,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,13.30869301,12.80000019,13.30869301,12.17797336,,,0.777777778,88,0.899159664,0.076923077,Buy,0.039741626,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:30,GMRAIRPORT,Equity,96.12000275,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",97.08120277,94.19999695,94.73999691,94.17124939,96.37626797,95.85706689,0.858695652,40,0.785714286,0.002853067,Sell,0.020274171,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:43,GMRAIRPORT,Equity,96.34999847,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,98.46,96.24428498,98.46,96.3,97.14333247,96.24428498,,,,,Sell,0.001097182,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:15,GMRAIRPORT,Equity,95.69999695,15 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|15 mins,,,,96.64,95.48935856,96.64,95.49,95.926025,95.48935856,,,,,Buy,0.009822394,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\2min_vol_price_outbreak.csv,btst_fast,11/14/2025 9:15,GMRAIRPORT,Equity,97.36000061,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,GODIGIT,Equity,352.2999878,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,355.2333323,352.2999878,365.3817064,354.4183017,,,0.565217391,86,0.886956522,0.080357143,Buy,0.037132328,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 12:13,GODREJCP,Equity,1135.300049,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,1136.598604,1131.518044,1131.7,1133.74,1136.598604,1131.518044,,,,,Buy,0.001143799,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 9:15,GODREJPROP,Equity,2173.600098,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",2195.336099,2173.600098,2232.512512,2219.875031,2183.497919,2154.068731,0.836363636,53,0.857142857,0.001428571,Sell,0.008985722,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:33,GODREJPROP,Equity,2138.199951,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",2186.823874,2134.2,2169.47,2134.2,2186.823874,2136.699951,,,,,Buy,0.022740587,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:29,GODREJPROP,Equity,2170.199951,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,2179.9,2167.15,2179.9,2167.15,2178.694276,2169.399902,,,,,Sell,0.001405378,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,GPTHEALTH,Equity,143.1799927,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,143.8499998,143.1799927,149.1728134,144.6208319,,,0.576923077,67,0.911392405,0.038461538,Buy,0.041855154,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 11:45,GRANULES,Equity,550.8499756,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",556.3584753,550.8499756,553.8625107,550.6937256,557.5666707,550.0985754,0.756363636,54,0.925925926,0.002859185,Sell,0.001364074,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 15:23,GRANULES,Equity,550.9000244,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,554.6036995,548.7,549.25,548.7,554.6036995,550.8314759,,,,,Buy,0.006722953,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:23,GRASIM,Equity,2744,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,2751.728585,2729.780971,2745.4,2737.4,2751.728585,2729.780971,,,,,Sell,0.005181862,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 15:17,GRASIM,Equity,2760.399902,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,2762.5,2750.703707,2762.5,2756.39,2760.940743,2750.703707,,,,,Buy,0.000760795,in-between,,
